family,genus,species,taxonomic.rank,taxon,LME,FAO,habitat,reference.habitat,feeding.mode,reference.feeding.mode,tl,level.tl,reference.tl,body.shape,fin.shape,AR,level.AR,reference.AR,offspring.size,level.offspring.size,reference.offspring.size,spawning.type,reference.spawning.type,age.maturity,level.age.maturity,reference.age.maturity,fecundity,level.fecundity,reference.fecundity,length.infinity,growth.coefficient,level.growth,reference.growth,length.max,level.length.max,reference.length.max,age.max,level.age.max,reference.age.max
Pleuronectidae,Hippoglossus,stenolepis,S,Hippoglossus stenolepis,54,67,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.14,spe,FroesePauly2018,flat,truncate,2.43,spe,FroesePauly2018,3.40,gen,FroesePauly2018,non-guarder,FroesePauly2018,13.0,spe-ocean,FroesePauly2019,2400000,gen-LME,FroesePauly2018,174,0.07,spe-FAO,FroesePauly2018,239,spe-LME,FroesePauly2018,55.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossus,stenolepis,S,Hippoglossus stenolepis,65,27,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.14,spe,FroesePauly2018,flat,truncate,2.43,spe,FroesePauly2018,3.40,gen,FroesePauly2018,non-guarder,FroesePauly2018,13.0,spe-ocean,FroesePauly2019,2400000,gen-ocean,FroesePauly2018,189,0.06,spe-ocean,FroesePauly2018,239,spe-FAO,FroesePauly2018,55.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossus,stenolepis,S,Hippoglossus stenolepis,65,61,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.14,spe,FroesePauly2018,flat,truncate,2.43,spe,FroesePauly2018,3.40,gen,FroesePauly2018,non-guarder,FroesePauly2018,13.0,spe-ocean,FroesePauly2019,2400000,gen-ocean,FroesePauly2018,215,0.05,spe-FAO,FroesePauly2018,239,spe-FAO,FroesePauly2018,55.0,spe,FroesePauly2018
Pleuronectidae,Hippoglossus,stenolepis,S,Hippoglossus stenolepis,65,67,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.14,spe,FroesePauly2018,flat,truncate,2.43,spe,FroesePauly2018,3.40,gen,FroesePauly2018,non-guarder,FroesePauly2018,13.0,spe-ocean,FroesePauly2019,2400000,gen-ocean,FroesePauly2018,174,0.07,spe-FAO,FroesePauly2018,215,spe-FAO,FroesePauly2018,55.0,spe,FroesePauly2018
Pleuronectidae,Isopsetta,isolepis,S,Isopsetta isolepis,1,21,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.59,spe,FroesePauly2018,flat,rounded,1.31,fam,FroesePauly2018,0.94,spe,FroesePauly2018,non-guarder,FroesePauly2018,2.0,spe-ocean,FroesePauly2019,648836,fam-ocean,FroesePauly2018,40,0.31,spe-ocean,FroesePauly2018,55,spe,FroesePauly2018,11.0,spe,FroesePauly2018
Pleuronectidae,Isopsetta,isolepis,S,Isopsetta isolepis,1,67,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.59,spe,FroesePauly2018,flat,rounded,1.31,fam,FroesePauly2018,0.94,spe,FroesePauly2018,non-guarder,FroesePauly2018,2.0,spe-ocean,FroesePauly2019,705344,fam-LME,FroesePauly2018,40,0.31,spe-FAO,FroesePauly2018,55,spe,FroesePauly2018,11.0,spe-FAO,FroesePauly2018
Pleuronectidae,Isopsetta,isolepis,S,Isopsetta isolepis,2,21,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.59,spe,FroesePauly2018,flat,rounded,1.31,fam,FroesePauly2018,0.94,spe,FroesePauly2018,non-guarder,FroesePauly2018,2.0,spe-ocean,FroesePauly2019,648836,fam-ocean,FroesePauly2018,40,0.31,spe-ocean,FroesePauly2018,55,spe,FroesePauly2018,11.0,spe,FroesePauly2018
Pleuronectidae,Isopsetta,isolepis,S,Isopsetta isolepis,2,67,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.59,spe,FroesePauly2018,flat,rounded,1.31,fam,FroesePauly2018,0.94,spe,FroesePauly2018,non-guarder,FroesePauly2018,2.0,spe-ocean,FroesePauly2019,542388,fam-LME,FroesePauly2018,40,0.31,spe-LME,FroesePauly2018,55,spe,FroesePauly2018,11.0,spe-LME,FroesePauly2018
Pleuronectidae,Isopsetta,isolepis,S,Isopsetta isolepis,3,67,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.59,spe,FroesePauly2018,flat,rounded,1.31,fam,FroesePauly2018,0.94,spe,FroesePauly2018,non-guarder,FroesePauly2018,2.0,spe-ocean,FroesePauly2019,622929,fam-LME,FroesePauly2018,40,0.31,spe-FAO,FroesePauly2018,55,spe,FroesePauly2018,11.0,spe-FAO,FroesePauly2018
Pleuronectidae,Isopsetta,isolepis,S,Isopsetta isolepis,3,77,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.59,spe,FroesePauly2018,flat,rounded,1.31,fam,FroesePauly2018,0.94,spe,FroesePauly2018,non-guarder,FroesePauly2018,2.0,spe-ocean,FroesePauly2019,622929,fam-LME,FroesePauly2018,40,0.31,spe-ocean,FroesePauly2018,55,spe,FroesePauly2018,11.0,spe-ocean,FroesePauly2018
Pleuronectidae,Isopsetta,isolepis,S,Isopsetta isolepis,65,67,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.59,spe,FroesePauly2018,flat,rounded,1.31,fam,FroesePauly2018,0.94,spe,FroesePauly2018,non-guarder,FroesePauly2018,2.0,spe-ocean,FroesePauly2019,705344,fam-LME,FroesePauly2018,40,0.31,spe-FAO,FroesePauly2018,55,spe,FroesePauly2018,11.0,spe-LME,FroesePauly2018
Pleuronectidae,Lepidopsetta,bilineata,S,Lepidopsetta bilineata,1,21,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.18,spe,FroesePauly2018,flat,rounded,1.44,gen,FroesePauly2018,1.06,spe,FroesePauly2018,non-guarder,FroesePauly2018,9.0,spe-ocean,FroesePauly2019,265000,spe-ocean,FroesePauly2018,54,0.13,spe-ocean,FroesePauly2018,58,spe-LME,FroesePauly2018,26.0,spe,FroesePauly2018
Pleuronectidae,Lepidopsetta,bilineata,S,Lepidopsetta bilineata,1,67,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.18,spe,FroesePauly2018,flat,rounded,1.44,gen,FroesePauly2018,1.06,spe,FroesePauly2018,non-guarder,FroesePauly2018,9.0,spe-ocean,FroesePauly2019,265000,spe-ocean,FroesePauly2018,54,0.13,spe-FAO,FroesePauly2018,58,spe-LME,FroesePauly2018,26.0,spe,FroesePauly2018
Pleuronectidae,Lepidopsetta,bilineata,S,Lepidopsetta bilineata,2,21,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.18,spe,FroesePauly2018,flat,rounded,1.44,gen,FroesePauly2018,1.06,spe,FroesePauly2018,non-guarder,FroesePauly2018,9.0,spe-ocean,FroesePauly2019,265000,spe-ocean,FroesePauly2018,54,0.13,spe-ocean,FroesePauly2018,58,spe-LME,FroesePauly2018,26.0,spe,FroesePauly2018
Pleuronectidae,Lepidopsetta,bilineata,S,Lepidopsetta bilineata,2,67,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.18,spe,FroesePauly2018,flat,rounded,1.44,gen,FroesePauly2018,1.06,spe,FroesePauly2018,non-guarder,FroesePauly2018,9.0,spe-ocean,FroesePauly2019,265000,spe-ocean,FroesePauly2018,51,0.14,spe-LME,FroesePauly2018,58,spe-LME,FroesePauly2018,26.0,spe,FroesePauly2018
Pleuronectidae,Lepidopsetta,bilineata,S,Lepidopsetta bilineata,3,67,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.18,spe,FroesePauly2018,flat,rounded,1.44,gen,FroesePauly2018,1.06,spe,FroesePauly2018,non-guarder,FroesePauly2018,9.0,spe-ocean,FroesePauly2019,265000,spe-ocean,FroesePauly2018,54,0.13,spe-FAO,FroesePauly2018,59,spe-LME,FroesePauly2018,26.0,spe,FroesePauly2018
Pleuronectidae,Lepidopsetta,bilineata,S,Lepidopsetta bilineata,3,77,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.18,spe,FroesePauly2018,flat,rounded,1.44,gen,FroesePauly2018,1.06,spe,FroesePauly2018,non-guarder,FroesePauly2018,9.0,spe-ocean,FroesePauly2019,265000,spe-ocean,FroesePauly2018,54,0.13,spe-ocean,FroesePauly2018,59,spe-LME,FroesePauly2018,26.0,spe,FroesePauly2018
Pleuronectidae,Lepidopsetta,bilineata,S,Lepidopsetta bilineata,65,61,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.18,spe,FroesePauly2018,flat,rounded,1.44,gen,FroesePauly2018,1.06,spe,FroesePauly2018,non-guarder,FroesePauly2018,9.0,spe-ocean,FroesePauly2019,265000,spe-ocean,FroesePauly2018,74,0.10,spe-FAO,FroesePauly2018,58,spe-FAO,FroesePauly2018,26.0,spe,FroesePauly2018
Pleuronectidae,Lepidopsetta,bilineata,S,Lepidopsetta bilineata,65,67,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.18,spe,FroesePauly2018,flat,rounded,1.44,gen,FroesePauly2018,1.06,spe,FroesePauly2018,non-guarder,FroesePauly2018,9.0,spe-ocean,FroesePauly2019,265000,spe-ocean,FroesePauly2018,54,0.13,spe-FAO,FroesePauly2018,59,spe-FAO,FroesePauly2018,26.0,spe,FroesePauly2018
Pleuronectidae,Lepidopsetta,polyxystra,S,Lepidopsetta polyxystra,1,21,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.24,genus,FroesePauly2018,flat,rounded,1.44,spe,FroesePauly2018,1.06,gen,FroesePauly2018,non-guarder,FroesePauly2018,7.0,spe-ocean,FroesePauly2019,265000,gen-ocean,FroesePauly2018,38,0.26,spe-ocean,FroesePauly2018,52,spe-LME,FroesePauly2018,17.0,spe-ocean,FroesePauly2018
Pleuronectidae,Lepidopsetta,polyxystra,S,Lepidopsetta polyxystra,1,61,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.24,genus,FroesePauly2018,flat,rounded,1.44,spe,FroesePauly2018,1.06,gen,FroesePauly2018,non-guarder,FroesePauly2018,7.0,spe-ocean,FroesePauly2019,265000,gen-ocean,FroesePauly2018,38,0.26,spe-ocean,FroesePauly2018,52,spe-LME,FroesePauly2018,18.0,spe,FroesePauly2018
Pleuronectidae,Lepidopsetta,polyxystra,S,Lepidopsetta polyxystra,1,67,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.24,genus,FroesePauly2018,flat,rounded,1.44,spe,FroesePauly2018,1.06,gen,FroesePauly2018,non-guarder,FroesePauly2018,7.0,spe-ocean,FroesePauly2019,265000,gen-ocean,FroesePauly2018,38,0.26,spe-FAO,FroesePauly2018,52,spe-LME,FroesePauly2018,18.0,spe,FroesePauly2018
Pleuronectidae,Lepidopsetta,polyxystra,S,Lepidopsetta polyxystra,2,21,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.24,genus,FroesePauly2018,flat,rounded,1.44,spe,FroesePauly2018,1.06,gen,FroesePauly2018,non-guarder,FroesePauly2018,7.0,spe-ocean,FroesePauly2019,265000,gen-ocean,FroesePauly2018,38,0.26,spe-ocean,FroesePauly2018,52,spe-LME,FroesePauly2018,18.0,spe,FroesePauly2018
Pleuronectidae,Lepidopsetta,polyxystra,S,Lepidopsetta polyxystra,2,67,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.24,genus,FroesePauly2018,flat,rounded,1.44,spe,FroesePauly2018,1.06,gen,FroesePauly2018,non-guarder,FroesePauly2018,7.0,spe-ocean,FroesePauly2019,265000,gen-ocean,FroesePauly2018,38,0.26,spe-LME,FroesePauly2018,52,spe-LME,FroesePauly2018,18.0,spe,FroesePauly2018
Pleuronectidae,Lepidopsetta,polyxystra,S,Lepidopsetta polyxystra,3,67,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.24,genus,FroesePauly2018,flat,rounded,1.44,spe,FroesePauly2018,1.06,gen,FroesePauly2018,non-guarder,FroesePauly2018,7.0,spe-ocean,FroesePauly2019,265000,gen-ocean,FroesePauly2018,38,0.26,spe-FAO,FroesePauly2018,52,spe-FAO,FroesePauly2018,18.0,spe,FroesePauly2018
Pleuronectidae,Lepidopsetta,polyxystra,S,Lepidopsetta polyxystra,53,61,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.24,genus,FroesePauly2018,flat,rounded,1.44,spe,FroesePauly2018,1.06,gen,FroesePauly2018,non-guarder,FroesePauly2018,7.0,spe-ocean,FroesePauly2019,265000,gen-ocean,FroesePauly2018,38,0.26,spe-ocean,FroesePauly2018,51,spe-LME,FroesePauly2018,18.0,spe,FroesePauly2018
Pleuronectidae,Lepidopsetta,polyxystra,S,Lepidopsetta polyxystra,54,61,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.24,genus,FroesePauly2018,flat,rounded,1.44,spe,FroesePauly2018,1.06,gen,FroesePauly2018,non-guarder,FroesePauly2018,7.0,spe-ocean,FroesePauly2019,265000,gen-ocean,FroesePauly2018,38,0.26,spe-ocean,FroesePauly2018,52,spe-LME,FroesePauly2018,18.0,spe,FroesePauly2018
Pleuronectidae,Lepidopsetta,polyxystra,S,Lepidopsetta polyxystra,54,67,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.24,genus,FroesePauly2018,flat,rounded,1.44,spe,FroesePauly2018,1.06,gen,FroesePauly2018,non-guarder,FroesePauly2018,7.0,spe-ocean,FroesePauly2019,265000,gen-ocean,FroesePauly2018,38,0.26,spe-FAO,FroesePauly2018,52,spe-LME,FroesePauly2018,18.0,spe,FroesePauly2018
Pleuronectidae,Lepidopsetta,polyxystra,S,Lepidopsetta polyxystra,65,27,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.24,genus,FroesePauly2018,flat,rounded,1.44,spe,FroesePauly2018,1.06,gen,FroesePauly2018,non-guarder,FroesePauly2018,7.0,spe-ocean,FroesePauly2019,265000,gen-ocean,FroesePauly2018,38,0.26,spe-ocean,FroesePauly2018,51,spe-FAO,FroesePauly2018,18.0,spe,FroesePauly2018
Pleuronectidae,Lepidopsetta,polyxystra,S,Lepidopsetta polyxystra,65,61,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.24,genus,FroesePauly2018,flat,rounded,1.44,spe,FroesePauly2018,1.06,gen,FroesePauly2018,non-guarder,FroesePauly2018,7.0,spe-ocean,FroesePauly2019,265000,gen-ocean,FroesePauly2018,38,0.26,spe-ocean,FroesePauly2018,52,spe-FAO,FroesePauly2018,18.0,spe,FroesePauly2018
Pleuronectidae,Lepidopsetta,polyxystra,S,Lepidopsetta polyxystra,65,67,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.24,genus,FroesePauly2018,flat,rounded,1.44,spe,FroesePauly2018,1.06,gen,FroesePauly2018,non-guarder,FroesePauly2018,7.0,spe-ocean,FroesePauly2019,265000,gen-ocean,FroesePauly2018,38,0.26,spe-FAO,FroesePauly2018,52,spe-FAO,FroesePauly2018,18.0,spe,FroesePauly2018
Pleuronectidae,Lepidopsetta,,G,Lepidopsetta,2,67,demersal,"FroesePauly2018, OBIS2018",benthivorous,inferred from genus,3.24,genus,FroesePauly2018,flat,rounded,1.44,gen,FroesePauly2018,1.06,gen,FroesePauly2018,non-guarder,inferred from genus,7.8,gen-ocean,FroesePauly2019,265000,gen-ocean,FroesePauly2018,52,0.14,gen-FAO,FroesePauly2018,55,gen-LME,FroesePauly2018,22.0,gen-FAO,FroesePauly2018
Pleuronectidae,Lepidopsetta,,G,Lepidopsetta,3,67,demersal,"FroesePauly2018, OBIS2018",benthivorous,inferred from genus,3.24,genus,FroesePauly2018,flat,rounded,1.44,gen,FroesePauly2018,1.06,gen,FroesePauly2018,non-guarder,inferred from genus,7.8,gen-ocean,FroesePauly2019,265000,gen-ocean,FroesePauly2018,52,0.14,gen-FAO,FroesePauly2018,59,gen-LME,FroesePauly2018,22.0,gen-FAO,FroesePauly2018
Pleuronectidae,Lepidopsetta,,G,Lepidopsetta,3,77,demersal,"FroesePauly2018, OBIS2018",benthivorous,inferred from genus,3.24,genus,FroesePauly2018,flat,rounded,1.44,gen,FroesePauly2018,1.06,gen,FroesePauly2018,non-guarder,inferred from genus,7.8,gen-ocean,FroesePauly2019,265000,gen-ocean,FroesePauly2018,52,0.14,gen-ocean,FroesePauly2018,59,gen-LME,FroesePauly2018,22.0,gen,FroesePauly2018
Pleuronectidae,Limanda,aspera,S,Limanda aspera,1,21,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.49,spe,FroesePauly2018,flat,rounded,1.64,spe,FroesePauly2018,0.98,gen,FroesePauly2018,non-guarder,FroesePauly2018,6.7,spe-ocean,FroesePauly2019,1982681,spe-ocean,FroesePauly2018,48,0.12,spe-ocean,FroesePauly2018,49,spe-FAO,FroesePauly2018,34.0,spe,FroesePauly2018
Pleuronectidae,Limanda,aspera,S,Limanda aspera,1,61,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.49,spe,FroesePauly2018,flat,rounded,1.64,spe,FroesePauly2018,0.98,gen,FroesePauly2018,non-guarder,FroesePauly2018,6.7,spe-ocean,FroesePauly2019,1982681,spe-ocean,FroesePauly2018,52,0.12,spe-FAO,FroesePauly2018,49,spe-FAO,FroesePauly2018,34.0,spe,FroesePauly2018
Pleuronectidae,Limanda,aspera,S,Limanda aspera,1,67,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.49,spe,FroesePauly2018,flat,rounded,1.64,spe,FroesePauly2018,0.98,gen,FroesePauly2018,non-guarder,FroesePauly2018,6.7,spe-ocean,FroesePauly2019,1982681,spe-ocean,FroesePauly2018,43,0.10,spe-FAO,FroesePauly2018,49,spe-FAO,FroesePauly2018,34.0,spe,FroesePauly2018
Pleuronectidae,Limanda,aspera,S,Limanda aspera,2,21,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.49,spe,FroesePauly2018,flat,rounded,1.64,spe,FroesePauly2018,0.98,gen,FroesePauly2018,non-guarder,FroesePauly2018,6.7,spe-ocean,FroesePauly2019,1982681,spe-ocean,FroesePauly2018,48,0.12,spe-ocean,FroesePauly2018,49,spe-FAO,FroesePauly2018,34.0,spe,FroesePauly2018
Pleuronectidae,Limanda,aspera,S,Limanda aspera,2,67,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.49,spe,FroesePauly2018,flat,rounded,1.64,spe,FroesePauly2018,0.98,gen,FroesePauly2018,non-guarder,FroesePauly2018,6.7,spe-ocean,FroesePauly2019,1982681,spe-ocean,FroesePauly2018,43,0.10,spe-FAO,FroesePauly2018,49,spe-FAO,FroesePauly2018,34.0,spe,FroesePauly2018
Pleuronectidae,Limanda,aspera,S,Limanda aspera,54,61,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.49,spe,FroesePauly2018,flat,rounded,1.64,spe,FroesePauly2018,0.98,gen,FroesePauly2018,non-guarder,FroesePauly2018,6.7,spe-ocean,FroesePauly2019,1982681,spe-ocean,FroesePauly2018,52,0.12,spe-FAO,FroesePauly2018,49,spe-LME,FroesePauly2018,34.0,spe,FroesePauly2018
Pleuronectidae,Limanda,aspera,S,Limanda aspera,54,67,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.49,spe,FroesePauly2018,flat,rounded,1.64,spe,FroesePauly2018,0.98,gen,FroesePauly2018,non-guarder,FroesePauly2018,6.7,spe-ocean,FroesePauly2019,1982681,spe-ocean,FroesePauly2018,43,0.10,spe-FAO,FroesePauly2018,49,spe-LME,FroesePauly2018,34.0,spe,FroesePauly2018
Pleuronectidae,Limanda,ferruginea,S,Limanda ferruginea,7,21,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.28,spe,FroesePauly2018,flat,rounded,1.02,spe,FroesePauly2018,0.90,spe,FroesePauly2018,non-guarder,FroesePauly2018,4.1,spe-ocean,FroesePauly2019,696195,gen-ocean,FroesePauly2018,50,0.34,spe-ocean,FroesePauly2018,63,spe-FAO,FroesePauly2018,12.0,spe-FAO,FroesePauly2018
Pleuronectidae,Limanda,ferruginea,S,Limanda ferruginea,8,21,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.28,spe,FroesePauly2018,flat,rounded,1.02,spe,FroesePauly2018,0.90,spe,FroesePauly2018,non-guarder,FroesePauly2018,4.1,spe-ocean,FroesePauly2019,696195,gen-ocean,FroesePauly2018,50,0.34,spe-ocean,FroesePauly2018,63,spe-LME,FroesePauly2018,12.0,spe-LME,FroesePauly2018
Pleuronectidae,Limanda,ferruginea,S,Limanda ferruginea,9,21,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.28,spe,FroesePauly2018,flat,rounded,1.02,spe,FroesePauly2018,0.90,spe,FroesePauly2018,non-guarder,FroesePauly2018,4.1,spe-ocean,FroesePauly2019,696195,gen-ocean,FroesePauly2018,50,0.34,spe-ocean,FroesePauly2018,63,spe-LME,FroesePauly2018,12.0,spe-LME,FroesePauly2018
Pleuronectidae,Limanda,limanda,S,Limanda limanda,19,27,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.39,spe,FroesePauly2018,flat,rounded,1.11,spe,FroesePauly2018,1.20,spe,Wiedmann2014,non-guarder,FroesePauly2018,2.6,spe-ocean,FroesePauly2019,236000,spe-LME,FroesePauly2018,31,0.29,spe-FAO,FroesePauly2018,44,spe-FAO,FroesePauly2018,12.0,spe,FroesePauly2018
Pleuronectidae,Limanda,limanda,S,Limanda limanda,20,27,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.39,spe,FroesePauly2018,flat,rounded,1.11,spe,FroesePauly2018,1.20,spe,Wiedmann2014,non-guarder,FroesePauly2018,5.0,spe-LME,Wiedmann2015,141000,spe-LME,Wiedmann2014,31,0.29,spe-FAO,FroesePauly2018,43,spe-LME,Wiedmann2014,13.0,spe,Wiedmann2014
Pleuronectidae,Limanda,limanda,S,Limanda limanda,21,27,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.39,spe,FroesePauly2018,flat,rounded,1.11,spe,FroesePauly2018,1.20,spe,Wiedmann2014,non-guarder,FroesePauly2018,2.6,spe-ocean,FroesePauly2019,236000,spe-LME,FroesePauly2018,31,0.29,spe-FAO,FroesePauly2018,44,spe-FAO,FroesePauly2018,12.0,spe,FroesePauly2018
Pleuronectidae,Limanda,limanda,S,Limanda limanda,22,27,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.39,spe,FroesePauly2018,flat,rounded,1.11,spe,FroesePauly2018,1.20,spe,Wiedmann2014,non-guarder,FroesePauly2018,2.6,spe-ocean,FroesePauly2019,236000,spe-LME,FroesePauly2018,29,0.31,spe-LME,FroesePauly2018,44,spe-LME,FroesePauly2018,12.0,spe,FroesePauly2018
Pleuronectidae,Limanda,limanda,S,Limanda limanda,23,27,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.39,spe,FroesePauly2018,flat,rounded,1.11,spe,FroesePauly2018,1.20,spe,Wiedmann2014,non-guarder,FroesePauly2018,2.6,spe-ocean,FroesePauly2019,236000,spe-LME,FroesePauly2018,38,0.25,spe-LME,FroesePauly2018,44,spe-FAO,FroesePauly2018,12.0,spe,FroesePauly2018
Pleuronectidae,Limanda,limanda,S,Limanda limanda,24,27,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.39,spe,FroesePauly2018,flat,rounded,1.11,spe,FroesePauly2018,1.20,spe,Wiedmann2014,non-guarder,FroesePauly2018,2.6,spe-ocean,FroesePauly2019,236000,spe-LME,FroesePauly2018,31,0.29,spe-FAO,FroesePauly2018,44,spe-LME,FroesePauly2018,12.0,spe,FroesePauly2018
Pleuronectidae,Limanda,limanda,S,Limanda limanda,59,27,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.39,spe,FroesePauly2018,flat,rounded,1.11,spe,FroesePauly2018,1.20,spe,Wiedmann2014,non-guarder,FroesePauly2018,2.6,spe-ocean,FroesePauly2019,236000,spe-LME,FroesePauly2018,31,0.29,spe-FAO,FroesePauly2018,44,spe-FAO,FroesePauly2018,12.0,spe,FroesePauly2018
Pleuronectidae,Limanda,proboscidea,S,Limanda proboscidea,1,61,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.10,spe,FroesePauly2018,flat,rounded,2.24,spe,FroesePauly2018,0.98,gen,FroesePauly2018,non-guarder,FroesePauly2018,4.5,gen-ocean,FroesePauly2019,2000000,gen-LME,FroesePauly2018,43,0.10,gen-LME,FroesePauly2018,41,spe-ocean,FroesePauly2018,10.0,gen,FroesePauly2018
Pleuronectidae,Limanda,proboscidea,S,Limanda proboscidea,1,67,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.10,spe,FroesePauly2018,flat,rounded,2.24,spe,FroesePauly2018,0.98,gen,FroesePauly2018,non-guarder,FroesePauly2018,4.5,gen-ocean,FroesePauly2019,2000000,gen-LME,FroesePauly2018,43,0.10,gen-LME,FroesePauly2018,41,spe-FAO,FroesePauly2018,10.0,gen,FroesePauly2018
Pleuronectidae,Limanda,sakhalinensis,S,Limanda sakhalinensis,1,61,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.58,spe,FroesePauly2018,flat,rounded,1.51,gen,FroesePauly2018,0.98,gen,FroesePauly2018,non-guarder,FroesePauly2018,4.5,gen-ocean,FroesePauly2019,2000000,gen-LME,FroesePauly2018,37,0.14,spe-ocean,FroesePauly2018,36,spe,FroesePauly2018,8.0,spe,FroesePauly2018
Pleuronectidae,Limanda,sakhalinensis,S,Limanda sakhalinensis,1,67,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.58,spe,FroesePauly2018,flat,rounded,1.51,gen,FroesePauly2018,0.98,gen,FroesePauly2018,non-guarder,FroesePauly2018,4.5,gen-ocean,FroesePauly2019,677000,gen-LME,FroesePauly2018,37,0.14,spe-ocean,FroesePauly2018,36,spe,FroesePauly2018,8.0,spe,FroesePauly2018
Pleuronectidae,Limanda,sakhalinensis,S,Limanda sakhalinensis,54,61,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.58,spe,FroesePauly2018,flat,rounded,1.51,gen,FroesePauly2018,0.98,gen,FroesePauly2018,non-guarder,FroesePauly2018,4.5,gen-ocean,FroesePauly2019,2000000,gen-LME,FroesePauly2018,37,0.14,spe-ocean,FroesePauly2018,36,spe,FroesePauly2018,8.0,spe,FroesePauly2018
Pleuronectidae,Limanda,sakhalinensis,S,Limanda sakhalinensis,54,67,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.58,spe,FroesePauly2018,flat,rounded,1.51,gen,FroesePauly2018,0.98,gen,FroesePauly2018,non-guarder,FroesePauly2018,4.5,gen-ocean,FroesePauly2019,677000,gen-LME,FroesePauly2018,37,0.14,spe-ocean,FroesePauly2018,36,spe,FroesePauly2018,8.0,spe,FroesePauly2018
